booking_id,customer_id,hotel_id,room_id,booking_date,check_in_date,check_out_date,lead_time,adults,children,meal_plan,market_segment,booking_status,adr,total_nights,special_requests,booking_channel,discount_percentage,booking_revenue
202,4935,37,1355,2024-10-26,2024-10-28,2024-11-04,2,2,4,Breakfast,Offline,Confirmed,22973,7,0,Travel Agent,32,160811
203,4282,75,431,2025-12-27,2026-03-12,2026-03-24,75,2,0,Breakfast,Online,Checked Out,14237,12,4,Website,0,170844
204,1212,94,1634,2026-03-04,2026-05-05,2026-05-08,62,2,3,Half Board,Travel Agent,Checked Out,10525,3,1,Website,5,31575
205,2192,16,13,2025-04-24,2025-07-13,2025-07-28,80,5,4,Breakfast,Corporate,Canceled,13124,15,2,App,21,196860
206,1136,35,1225,2024-07-27,2024-08-28,2024-09-05,32,3,0,Half Board,Corporate,Checked Out,12554,8,2,Travel Agent,31,100432
207,4783,17,1039,2025-04-23,2025-04-29,2025-05-02,6,2,0,Breakfast,Online,Canceled,10049,3,3,Website,38,30147
208,1967,95,1214,2024-12-20,2025-01-01,2025-01-02,12,4,4,Full Board,Offline,Confirmed,12573,1,2,Website,1,12573
209,2465,19,714,2025-10-15,2026-01-09,2026-01-21,86,1,2,Full Board,Travel Agent,Confirmed,7998,12,0,Website,24,95976
210,2404,37,1835,2025-07-14,2025-08-04,2025-08-11,21,1,4,Half Board,Travel Agent,Canceled,21361,7,5,Travel Agent,5,149527
211,4369,57,1438,2024-05-20,2024-08-17,2024-08-25,89,2,4,Half Board,Offline,Checked Out,17012,8,0,Walk-in,10,136096
212,4474,81,181,2024-09-21,2024-12-06,2024-12-14,76,1,0,Full Board,Corporate,Confirmed,15024,8,0,Website,33,120192
213,1467,28,97,2024-06-16,2024-07-06,2024-07-12,20,4,2,Breakfast,Online,Canceled,22408,6,3,App,20,134448
214,4138,66,54,2024-07-19,2024-08-04,2024-08-10,16,1,2,Full Board,Travel Agent,Confirmed,7980,6,2,Walk-in,26,47880
215,353,65,616,2025-03-31,2025-06-12,2025-06-13,73,5,2,Full Board,Online,Canceled,15235,1,5,Website,16,15235
216,2317,62,432,2025-01-09,2025-01-26,2025-02-08,17,1,4,Half Board,Travel Agent,Canceled,4628,13,1,Travel Agent,14,60164
217,2084,38,237,2026-04-05,2026-04-26,2026-04-29,21,2,1,Full Board,Offline,Canceled,20111,3,4,Website,11,60333
218,489,28,984,2024-07-21,2024-10-17,2024-11-01,88,4,0,Breakfast,Offline,Confirmed,5421,15,1,Walk-in,34,81315
219,193,56,357,2025-01-02,2025-01-20,2025-01-24,18,4,2,Full Board,Online,Checked Out,13834,4,2,Travel Agent,3,55336
220,1653,22,1040,2024-08-04,2024-10-09,2024-10-23,66,4,0,Half Board,Online,Canceled,20393,14,0,Walk-in,14,285502
221,1801,92,624,2025-05-24,2025-07-07,2025-07-21,44,5,0,Full Board,Offline,Canceled,12163,14,2,Walk-in,28,170282
222,2418,93,477,2024-06-27,2024-08-03,2024-08-14,37,2,1,Breakfast,Corporate,Confirmed,16786,11,1,Website,21,184646
223,4104,16,738,2026-01-09,2026-03-21,2026-04-03,71,5,2,Breakfast,Corporate,Confirmed,5665,13,3,App,38,73645
224,274,94,1535,2025-02-05,2025-02-25,2025-03-03,20,5,4,Half Board,Online,Checked Out,20543,6,5,Walk-in,15,123258
225,1952,28,138,2026-01-03,2026-03-01,2026-03-16,57,2,4,Breakfast,Travel Agent,Checked Out,9416,15,2,Walk-in,25,141240
226,486,21,1826,2025-10-01,2025-12-11,2025-12-17,71,2,0,Full Board,Online,Canceled,24550,6,1,Walk-in,31,147300
227,1254,58,1217,2026-04-07,2026-07-03,2026-07-14,87,3,0,Breakfast,Offline,Checked Out,21892,11,2,Travel Agent,20,240812
228,3029,77,204,2025-12-26,2026-01-05,2026-01-14,10,3,3,Breakfast,Offline,Confirmed,9188,9,0,Walk-in,2,82692
229,1850,36,38,2025-10-08,2025-12-06,2025-12-16,59,1,3,Half Board,Online,Checked Out,19595,10,5,Travel Agent,40,195950
230,4601,93,1648,2025-05-29,2025-06-06,2025-06-08,8,2,0,Half Board,Offline,Canceled,4021,2,4,Travel Agent,12,8042
231,2945,29,1333,2024-10-17,2024-11-09,2024-11-11,23,2,4,Half Board,Corporate,Confirmed,15061,2,0,Travel Agent,20,30122
232,3078,13,1630,2025-05-17,2025-06-03,2025-06-17,17,2,1,Half Board,Online,Checked Out,20901,14,5,Website,2,292614
233,1617,64,1719,2025-05-27,2025-06-14,2025-06-20,18,3,4,Breakfast,Offline,Canceled,21804,6,0,Website,11,130824
234,2191,2,2000,2026-04-19,2026-05-08,2026-05-17,19,5,4,Half Board,Corporate,Checked Out,18497,9,3,Walk-in,8,166473
235,4598,87,78,2025-05-27,2025-06-26,2025-07-02,30,2,3,Half Board,Offline,Confirmed,5656,6,5,Walk-in,37,33936
236,4183,39,149,2025-02-08,2025-02-26,2025-03-12,18,4,1,Full Board,Corporate,Canceled,20448,14,3,Travel Agent,37,286272
237,3409,79,1612,2025-12-05,2025-12-29,2026-01-06,24,2,4,Full Board,Offline,Confirmed,24056,8,2,Walk-in,5,192448
238,3812,1,1619,2026-05-04,2026-06-20,2026-07-02,47,3,2,Full Board,Offline,Checked Out,24298,12,5,App,0,291576
239,2232,72,229,2025-09-02,2025-10-10,2025-10-14,38,3,4,Full Board,Offline,Checked Out,11196,4,3,Travel Agent,18,44784
240,4035,27,229,2025-09-18,2025-10-26,2025-10-30,38,3,0,Breakfast,Online,Confirmed,10833,4,0,Website,34,43332
241,1820,78,186,2024-12-24,2025-01-07,2025-01-20,14,1,0,Full Board,Corporate,Confirmed,3243,13,3,Walk-in,23,42159
242,3580,22,148,2024-05-29,2024-08-11,2024-08-19,74,4,1,Half Board,Corporate,Checked Out,20615,8,5,Walk-in,14,164920
243,2468,34,1908,2026-01-17,2026-01-25,2026-01-31,8,4,2,Half Board,Online,Checked Out,9988,6,1,App,35,59928
244,4369,72,200,2024-07-27,2024-08-15,2024-08-24,19,4,0,Breakfast,Travel Agent,Checked Out,23814,9,0,Walk-in,32,214326
245,4019,29,1621,2025-11-21,2026-01-29,2026-02-12,69,2,3,Breakfast,Corporate,Canceled,3945,14,1,Walk-in,21,55230
246,2503,56,1669,2024-11-25,2025-01-02,2025-01-05,38,5,3,Breakfast,Travel Agent,Confirmed,20499,3,0,App,10,61497
247,1270,97,260,2024-07-24,2024-08-19,2024-08-28,26,4,0,Half Board,Corporate,Confirmed,10304,9,1,Travel Agent,18,92736
248,2889,44,1126,2025-05-25,2025-05-29,2025-06-01,4,3,4,Breakfast,Corporate,Canceled,15443,3,4,Website,10,46329
249,989,4,1040,2026-04-27,2026-05-28,2026-06-09,31,1,4,Half Board,Corporate,Checked Out,11121,12,4,Website,20,133452
250,2074,31,1351,2026-01-17,2026-04-15,2026-04-28,88,5,4,Full Board,Offline,Canceled,6044,13,1,Travel Agent,40,78572
251,378,76,1174,2025-12-24,2026-01-28,2026-02-12,35,3,2,Half Board,Online,Checked Out,21946,15,5,Website,12,329190
252,3330,20,1810,2024-10-16,2024-11-04,2024-11-09,19,1,2,Half Board,Online,Confirmed,4251,5,1,Walk-in,16,21255
253,3868,8,346,2025-06-10,2025-08-06,2025-08-10,57,3,2,Half Board,Travel Agent,Confirmed,11101,4,2,Website,16,44404
254,2896,60,931,2024-10-09,2024-10-24,2024-11-07,15,1,4,Breakfast,Travel Agent,Canceled,24188,14,4,App,9,338632
255,3513,54,739,2024-06-12,2024-09-05,2024-09-16,85,2,4,Full Board,Corporate,Checked Out,9176,11,0,Walk-in,6,100936
256,1479,99,918,2026-05-06,2026-07-21,2026-07-22,76,3,2,Full Board,Travel Agent,Canceled,19793,1,2,Travel Agent,22,19793
257,1231,48,37,2025-12-05,2026-02-18,2026-03-01,75,4,3,Breakfast,Offline,Canceled,22795,11,5,App,26,250745
258,3062,97,1942,2024-12-21,2025-01-27,2025-02-10,37,2,3,Breakfast,Offline,Confirmed,9592,14,2,Travel Agent,15,134288
259,476,78,674,2025-05-19,2025-05-26,2025-06-03,7,5,1,Breakfast,Corporate,Confirmed,4967,8,4,Travel Agent,13,39736
260,408,23,827,2025-01-01,2025-01-21,2025-01-25,20,3,2,Half Board,Corporate,Canceled,5170,4,2,Walk-in,38,20680
261,4019,30,668,2025-03-19,2025-04-14,2025-04-21,26,2,0,Half Board,Online,Checked Out,15892,7,1,Walk-in,2,111244
262,4851,59,1649,2025-01-08,2025-01-30,2025-02-14,22,3,0,Full Board,Offline,Checked Out,19632,15,4,App,17,294480
263,2291,61,1649,2024-11-26,2025-02-13,2025-02-25,79,5,1,Half Board,Offline,Checked Out,15817,12,5,Walk-in,24,189804
264,2660,38,307,2024-08-16,2024-09-06,2024-09-19,21,4,1,Half Board,Travel Agent,Confirmed,6447,13,4,App,26,83811
265,1709,56,134,2025-07-22,2025-09-22,2025-09-23,62,5,0,Half Board,Travel Agent,Canceled,5943,1,1,App,9,5943
266,3749,84,1577,2025-09-05,2025-09-21,2025-10-03,16,4,2,Full Board,Corporate,Confirmed,24066,12,2,Walk-in,31,288792
267,198,99,574,2025-10-04,2025-12-05,2025-12-17,62,3,1,Breakfast,Travel Agent,Checked Out,8842,12,3,Travel Agent,38,106104
268,1128,59,817,2025-03-05,2025-03-18,2025-03-30,13,2,2,Breakfast,Travel Agent,Checked Out,17260,12,0,Travel Agent,14,207120
269,4830,68,1942,2025-04-05,2025-04-10,2025-04-11,5,2,1,Full Board,Offline,Checked Out,18260,1,5,Website,30,18260
270,2990,54,453,2024-12-13,2025-02-16,2025-02-24,65,5,1,Breakfast,Online,Checked Out,9702,8,3,Website,24,77616
271,4699,68,978,2025-09-03,2025-09-22,2025-09-29,19,4,1,Half Board,Online,Confirmed,24060,7,2,Travel Agent,13,168420
272,4288,44,1650,2026-01-28,2026-03-08,2026-03-13,39,1,0,Full Board,Corporate,Canceled,16497,5,4,Walk-in,29,82485
273,1341,75,480,2026-02-03,2026-04-30,2026-05-13,86,4,0,Half Board,Travel Agent,Confirmed,22411,13,5,Website,34,291343
274,4666,51,1106,2024-05-09,2024-07-05,2024-07-15,57,4,1,Full Board,Travel Agent,Checked Out,7349,10,5,Travel Agent,28,73490
275,3074,50,472,2025-05-30,2025-07-24,2025-07-28,55,3,1,Half Board,Offline,Canceled,23431,4,0,Website,28,93724
276,2104,2,1334,2025-03-10,2025-04-26,2025-05-02,47,5,2,Breakfast,Offline,Checked Out,3366,6,1,Website,6,20196
277,1223,70,1323,2024-09-06,2024-09-15,2024-09-23,9,2,0,Full Board,Travel Agent,Checked Out,13399,8,0,Travel Agent,30,107192
278,4117,93,1487,2025-12-12,2026-03-05,2026-03-20,83,5,3,Breakfast,Offline,Canceled,22028,15,3,Website,26,330420
279,1402,71,1313,2026-04-20,2026-06-14,2026-06-19,55,1,1,Full Board,Online,Confirmed,4315,5,1,App,19,21575
280,3549,11,1992,2025-03-24,2025-05-01,2025-05-15,38,4,2,Breakfast,Travel Agent,Checked Out,15711,14,2,Travel Agent,25,219954
281,2908,64,1668,2025-08-27,2025-10-19,2025-10-22,53,1,2,Breakfast,Offline,Confirmed,16219,3,4,App,12,48657
282,2172,4,1276,2025-12-14,2026-03-11,2026-03-23,87,5,0,Breakfast,Travel Agent,Checked Out,20106,12,0,Travel Agent,25,241272
283,2993,58,911,2025-08-19,2025-09-21,2025-10-01,33,3,1,Half Board,Offline,Canceled,21278,10,4,Walk-in,3,212780
284,212,93,1665,2025-08-04,2025-10-30,2025-11-10,87,3,2,Half Board,Offline,Confirmed,17975,11,4,App,27,197725
285,2682,19,1203,2024-07-29,2024-09-02,2024-09-16,35,4,3,Full Board,Corporate,Canceled,15727,14,0,Website,27,220178
286,4016,30,1802,2026-01-17,2026-03-11,2026-03-20,53,1,0,Breakfast,Online,Canceled,4426,9,4,Travel Agent,30,39834
287,381,7,367,2024-10-05,2024-11-26,2024-12-03,52,2,0,Breakfast,Offline,Checked Out,24907,7,5,Travel Agent,19,174349
288,1367,18,509,2025-10-29,2025-11-15,2025-11-19,17,3,2,Breakfast,Offline,Confirmed,19764,4,4,Walk-in,6,79056
289,3289,24,1298,2025-06-08,2025-06-30,2025-07-05,22,1,1,Full Board,Online,Confirmed,14016,5,2,Walk-in,1,70080
290,654,25,1166,2024-05-20,2024-08-02,2024-08-07,74,4,2,Half Board,Corporate,Confirmed,6470,5,2,Walk-in,6,32350
291,2618,54,1468,2025-08-25,2025-10-21,2025-11-03,57,5,4,Breakfast,Travel Agent,Canceled,15762,13,4,Walk-in,1,204906
292,3340,19,1048,2025-03-15,2025-05-31,2025-06-11,77,5,3,Half Board,Travel Agent,Confirmed,8791,11,0,App,6,96701
293,83,52,208,2025-06-25,2025-08-01,2025-08-13,37,3,1,Breakfast,Corporate,Checked Out,9438,12,4,Walk-in,28,113256
294,4776,3,849,2025-09-19,2025-09-25,2025-10-05,6,5,4,Full Board,Online,Checked Out,24592,10,4,App,14,245920
295,2113,39,1185,2024-09-24,2024-11-24,2024-11-26,61,1,3,Breakfast,Online,Confirmed,4961,2,5,Travel Agent,16,9922
296,443,50,1455,2026-02-13,2026-04-09,2026-04-18,55,5,4,Half Board,Corporate,Checked Out,23132,9,0,App,38,208188
297,3774,62,1266,2025-11-01,2025-11-14,2025-11-17,13,1,2,Breakfast,Travel Agent,Canceled,24117,3,0,Walk-in,13,72351
298,3699,83,1950,2025-10-08,2025-11-10,2025-11-13,33,1,1,Full Board,Travel Agent,Checked Out,21923,3,3,App,14,65769
299,2071,12,525,2025-08-08,2025-10-13,2025-10-14,66,2,1,Full Board,Travel Agent,Checked Out,4000,1,5,Walk-in,40,4000
300,2163,99,274,2026-01-12,2026-02-20,2026-02-22,39,2,1,Breakfast,Online,Checked Out,3260,2,5,Travel Agent,23,6520
301,1557,29,532,2026-03-31,2026-06-09,2026-06-16,70,5,3,Full Board,Online,Checked Out,8703,7,1,Walk-in,10,60921
302,3588,83,579,2025-05-08,2025-05-20,2025-05-22,12,4,3,Half Board,Travel Agent,Confirmed,12329,2,1,Walk-in,5,24658
303,2731,54,144,2026-01-31,2026-04-22,2026-04-27,81,4,1,Breakfast,Offline,Canceled,6571,5,1,App,7,32855
304,1261,33,971,2026-01-01,2026-03-17,2026-03-25,75,4,0,Half Board,Corporate,Confirmed,21757,8,1,Walk-in,40,174056
305,321,99,681,2025-08-18,2025-09-14,2025-09-26,27,4,4,Half Board,Online,Canceled,4226,12,1,Travel Agent,13,50712
306,4629,63,1659,2025-04-24,2025-05-29,2025-05-30,35,3,2,Breakfast,Offline,Confirmed,15812,1,3,App,0,15812
307,2621,8,1866,2024-05-18,2024-08-12,2024-08-27,86,5,4,Breakfast,Offline,Checked Out,6368,15,4,App,2,95520
308,619,98,460,2024-09-04,2024-11-19,2024-11-22,76,2,3,Breakfast,Corporate,Checked Out,7737,3,2,Website,13,23211
309,132,64,337,2025-07-03,2025-09-24,2025-10-03,83,5,2,Breakfast,Online,Canceled,16423,9,1,Travel Agent,12,147807
310,1133,74,757,2025-05-16,2025-06-21,2025-06-27,36,1,4,Half Board,Offline,Checked Out,7046,6,5,Walk-in,21,42276
311,1983,16,778,2026-01-31,2026-04-11,2026-04-18,70,1,1,Half Board,Travel Agent,Confirmed,19358,7,5,Walk-in,34,135506
312,2963,93,803,2025-06-23,2025-08-19,2025-09-02,57,1,1,Full Board,Online,Canceled,16736,14,4,Walk-in,20,234304
313,864,5,1427,2025-08-23,2025-09-13,2025-09-28,21,5,2,Breakfast,Online,Canceled,7095,15,0,Walk-in,24,106425
314,2765,79,909,2025-11-18,2026-01-08,2026-01-16,51,1,1,Half Board,Online,Confirmed,21139,8,1,App,40,169112
315,550,2,554,2025-05-28,2025-08-05,2025-08-16,69,2,1,Full Board,Corporate,Checked Out,20028,11,1,Walk-in,28,220308
316,2931,38,1977,2025-12-15,2026-03-05,2026-03-12,80,3,0,Full Board,Corporate,Canceled,13470,7,2,Walk-in,38,94290
317,360,50,1176,2024-09-02,2024-11-07,2024-11-21,66,1,2,Breakfast,Travel Agent,Checked Out,23714,14,4,Walk-in,39,331996
318,2495,99,574,2024-10-24,2025-01-14,2025-01-28,82,1,3,Breakfast,Offline,Canceled,20849,14,4,Website,36,291886
319,2519,7,708,2025-10-03,2025-12-24,2025-12-30,82,2,0,Full Board,Online,Confirmed,22533,6,0,Travel Agent,29,135198
320,4368,65,1801,2024-09-07,2024-11-10,2024-11-14,64,1,2,Breakfast,Online,Confirmed,4673,4,4,App,13,18692
321,3677,8,708,2024-05-17,2024-06-12,2024-06-19,26,2,4,Half Board,Offline,Canceled,18235,7,1,Walk-in,6,127645
322,4817,81,213,2026-04-21,2026-05-10,2026-05-25,19,2,1,Half Board,Offline,Confirmed,17708,15,1,Walk-in,33,265620
323,143,39,1553,2025-07-25,2025-10-05,2025-10-14,72,1,3,Breakfast,Travel Agent,Canceled,11521,9,1,App,6,103689
324,724,96,1721,2026-03-16,2026-04-02,2026-04-13,17,3,2,Full Board,Corporate,Canceled,6672,11,5,Walk-in,0,73392
325,3340,90,150,2025-10-25,2025-11-13,2025-11-24,19,1,0,Half Board,Online,Confirmed,12786,11,3,Website,15,140646
326,4012,30,31,2025-02-04,2025-04-07,2025-04-15,62,5,2,Breakfast,Corporate,Checked Out,22023,8,3,Website,28,176184
327,1409,8,631,2026-03-11,2026-04-05,2026-04-19,25,1,1,Full Board,Offline,Checked Out,19168,14,2,Website,18,268352
328,841,21,155,2026-03-02,2026-04-10,2026-04-25,39,4,4,Half Board,Travel Agent,Checked Out,3671,15,5,App,19,55065
329,2244,44,747,2024-08-05,2024-08-31,2024-09-07,26,1,0,Breakfast,Online,Canceled,5272,7,1,Website,10,36904
330,3481,55,937,2024-05-24,2024-07-31,2024-08-07,68,4,2,Half Board,Corporate,Canceled,20568,7,4,App,24,143976
331,285,73,579,2025-07-16,2025-08-16,2025-08-20,31,5,0,Half Board,Corporate,Confirmed,7938,4,0,Website,33,31752
332,551,97,624,2026-02-14,2026-04-16,2026-04-30,61,4,0,Full Board,Travel Agent,Confirmed,4088,14,5,App,30,57232
333,1061,35,1637,2025-05-03,2025-08-01,2025-08-15,90,4,3,Full Board,Offline,Confirmed,10485,14,2,Travel Agent,17,146790
334,4163,67,1504,2024-12-23,2025-01-13,2025-01-19,21,2,1,Breakfast,Corporate,Checked Out,3944,6,1,Travel Agent,36,23664
335,2500,92,1376,2025-02-03,2025-03-31,2025-04-14,56,4,3,Breakfast,Offline,Confirmed,23537,14,3,App,16,329518
336,4952,22,1330,2026-01-07,2026-03-24,2026-04-05,76,1,1,Breakfast,Offline,Canceled,8396,12,0,Travel Agent,4,100752
337,2365,52,42,2024-11-22,2025-01-28,2025-02-04,67,3,3,Full Board,Offline,Canceled,23130,7,2,Walk-in,1,161910
338,2938,86,1073,2025-05-31,2025-07-17,2025-07-29,47,2,3,Breakfast,Travel Agent,Checked Out,16325,12,4,Website,12,195900
339,4279,87,1541,2025-12-21,2026-01-26,2026-01-30,36,1,1,Half Board,Online,Confirmed,23599,4,2,Travel Agent,10,94396
340,2214,61,893,2024-05-11,2024-05-22,2024-06-01,11,1,2,Full Board,Corporate,Confirmed,17498,10,2,App,17,174980
341,3412,41,769,2025-04-25,2025-05-09,2025-05-14,14,2,3,Breakfast,Travel Agent,Confirmed,7799,5,2,Travel Agent,19,38995
342,3594,21,626,2024-11-21,2024-12-23,2024-12-24,32,4,3,Half Board,Online,Canceled,3887,1,5,App,4,3887
343,4333,27,947,2025-12-18,2026-01-15,2026-01-25,28,3,3,Half Board,Travel Agent,Checked Out,18750,10,4,App,31,187500
344,1520,40,1581,2024-08-20,2024-10-20,2024-11-01,61,2,2,Breakfast,Travel Agent,Checked Out,18778,12,2,Website,11,225336
345,3377,99,1883,2024-09-17,2024-11-25,2024-12-06,69,1,1,Full Board,Offline,Canceled,19107,11,0,App,17,210177
346,3782,58,1248,2026-04-09,2026-06-23,2026-07-03,75,5,4,Half Board,Online,Checked Out,21143,10,2,Website,26,211430
347,3753,45,823,2026-03-28,2026-06-07,2026-06-09,71,1,0,Half Board,Online,Checked Out,8816,2,3,Travel Agent,12,17632
348,3218,65,1969,2025-03-05,2025-03-24,2025-03-30,19,3,4,Breakfast,Online,Canceled,20078,6,1,Walk-in,29,120468
349,3209,79,398,2025-02-24,2025-03-06,2025-03-13,10,5,3,Half Board,Online,Confirmed,14384,7,0,Walk-in,16,100688
350,4116,4,1494,2025-07-30,2025-08-14,2025-08-20,15,4,4,Half Board,Corporate,Canceled,7219,6,3,Website,7,43314
351,1135,3,1813,2025-04-11,2025-06-04,2025-06-14,54,2,1,Breakfast,Travel Agent,Confirmed,15298,10,3,Website,25,152980
352,4586,10,427,2024-10-22,2024-12-09,2024-12-22,48,4,4,Full Board,Corporate,Canceled,10999,13,5,App,12,142987
353,2994,84,1907,2025-10-02,2025-11-13,2025-11-18,42,1,1,Full Board,Online,Canceled,10400,5,2,Travel Agent,14,52000
354,2981,18,595,2024-11-22,2025-02-01,2025-02-07,71,1,2,Breakfast,Online,Canceled,22760,6,2,Website,1,136560
355,3338,2,765,2025-06-03,2025-07-25,2025-08-05,52,5,4,Breakfast,Corporate,Checked Out,15492,11,1,Walk-in,13,170412
356,4128,11,690,2025-01-26,2025-04-11,2025-04-22,75,5,4,Breakfast,Offline,Confirmed,24395,11,2,Travel Agent,3,268345
357,3373,70,1534,2025-01-10,2025-02-01,2025-02-03,22,4,3,Full Board,Online,Confirmed,6516,2,4,App,33,13032
358,4145,78,807,2024-08-02,2024-08-14,2024-08-19,12,3,3,Full Board,Online,Checked Out,23137,5,3,Website,23,115685
359,1541,50,1645,2024-11-27,2024-12-31,2025-01-11,34,1,0,Half Board,Offline,Checked Out,21100,11,1,App,24,232100
360,2504,37,1209,2025-07-14,2025-09-02,2025-09-15,50,2,2,Half Board,Corporate,Confirmed,23949,13,0,App,18,311337
361,3815,71,1531,2026-02-23,2026-05-17,2026-05-20,83,3,2,Half Board,Travel Agent,Checked Out,17097,3,0,Website,21,51291
362,632,53,1885,2026-03-30,2026-05-14,2026-05-21,45,1,4,Half Board,Corporate,Checked Out,21424,7,0,Walk-in,28,149968
363,3421,4,1562,2025-04-11,2025-06-16,2025-06-24,66,1,3,Full Board,Offline,Checked Out,17018,8,4,Travel Agent,6,136144
364,3860,30,35,2025-09-27,2025-11-03,2025-11-15,37,4,2,Full Board,Online,Confirmed,23589,12,3,Travel Agent,8,283068
365,917,76,1839,2025-06-06,2025-08-09,2025-08-13,64,5,3,Full Board,Corporate,Canceled,3410,4,2,App,6,13640
366,3208,41,1139,2024-06-01,2024-08-01,2024-08-06,61,5,4,Full Board,Corporate,Confirmed,15185,5,4,Travel Agent,35,75925
367,1855,89,1142,2024-07-04,2024-08-11,2024-08-25,38,1,3,Full Board,Corporate,Confirmed,12939,14,2,Walk-in,29,181146
368,3724,26,1133,2025-12-29,2026-03-13,2026-03-19,74,1,2,Full Board,Travel Agent,Checked Out,14379,6,3,Travel Agent,8,86274
369,3477,11,386,2025-05-28,2025-08-04,2025-08-06,68,1,1,Full Board,Offline,Confirmed,14264,2,3,Travel Agent,13,28528
370,3231,92,1294,2025-07-30,2025-10-15,2025-10-30,77,5,2,Full Board,Travel Agent,Confirmed,5958,15,4,Travel Agent,25,89370
371,3003,75,1859,2025-12-29,2026-03-06,2026-03-14,67,4,2,Half Board,Online,Checked Out,15562,8,0,Travel Agent,22,124496
372,4760,56,221,2024-08-19,2024-09-18,2024-09-23,30,5,4,Half Board,Corporate,Confirmed,4276,5,0,Travel Agent,20,21380
373,2289,8,845,2026-02-20,2026-04-15,2026-04-19,54,1,1,Breakfast,Online,Checked Out,12278,4,0,Travel Agent,11,49112
374,3439,62,333,2024-08-08,2024-10-03,2024-10-13,56,4,4,Full Board,Offline,Confirmed,16609,10,1,App,24,166090
375,534,73,846,2025-10-29,2025-11-25,2025-12-03,27,5,1,Half Board,Offline,Canceled,9535,8,4,Website,8,76280
376,3873,72,1410,2024-08-13,2024-08-19,2024-08-20,6,5,3,Breakfast,Travel Agent,Canceled,17107,1,0,Walk-in,27,17107
377,2472,93,1462,2026-02-22,2026-05-08,2026-05-10,75,4,0,Breakfast,Offline,Checked Out,23918,2,4,App,37,47836
378,2398,11,1800,2025-02-08,2025-03-13,2025-03-24,33,4,2,Half Board,Online,Canceled,14690,11,5,Website,22,161590
379,3223,45,1871,2026-03-25,2026-03-31,2026-04-01,6,2,4,Half Board,Offline,Confirmed,17140,1,0,Walk-in,20,17140
380,4172,52,1094,2025-09-30,2025-11-17,2025-11-25,48,3,4,Breakfast,Offline,Confirmed,24416,8,1,Website,1,195328
381,3919,83,926,2025-07-17,2025-09-05,2025-09-20,50,3,0,Half Board,Corporate,Confirmed,14352,15,5,Website,5,215280
382,1728,37,1937,2025-10-02,2025-12-06,2025-12-17,65,2,0,Full Board,Travel Agent,Checked Out,3082,11,4,Travel Agent,11,33902
383,225,36,1710,2025-10-24,2025-11-02,2025-11-17,9,4,3,Full Board,Travel Agent,Checked Out,19370,15,0,Website,31,290550
384,1019,11,1958,2025-11-23,2026-02-10,2026-02-17,79,4,3,Breakfast,Offline,Confirmed,7641,7,0,Walk-in,24,53487
385,1852,51,1652,2025-06-13,2025-09-11,2025-09-17,90,3,4,Full Board,Online,Checked Out,19627,6,5,Website,26,117762
386,4472,88,209,2025-08-19,2025-11-13,2025-11-20,86,2,3,Half Board,Offline,Confirmed,14729,7,1,Website,34,103103
387,226,18,206,2025-08-23,2025-10-11,2025-10-25,49,2,0,Full Board,Corporate,Confirmed,5063,14,4,Travel Agent,15,70882
388,3973,71,398,2025-11-19,2026-02-05,2026-02-15,78,3,4,Full Board,Online,Checked Out,11527,10,2,Travel Agent,0,115270
389,1192,34,1426,2025-11-06,2026-02-01,2026-02-14,87,4,2,Breakfast,Travel Agent,Checked Out,21301,13,5,Walk-in,13,276913
390,925,86,1989,2026-01-16,2026-02-25,2026-03-02,40,4,2,Half Board,Travel Agent,Canceled,12342,5,0,Travel Agent,11,61710
391,1932,75,1917,2026-01-13,2026-01-25,2026-01-29,12,2,4,Half Board,Online,Confirmed,8578,4,5,Travel Agent,24,34312
392,1103,14,803,2024-08-20,2024-08-31,2024-09-01,11,3,4,Full Board,Online,Checked Out,9367,1,3,App,24,9367
393,2720,85,156,2025-07-14,2025-10-08,2025-10-16,86,1,4,Breakfast,Offline,Checked Out,4110,8,0,Website,17,32880
